	Dir_60g		
12266.661133	-26.46	-146.24	0.88
12399.994141	-26.78	-153.66	0.90
12533.327148	-26.85	-161.83	0.95
12666.660156	-26.91	-171.06	0.97
12799.993164	-27.06	177.90	0.95
12933.326172	-27.32	165.53	0.96
13066.659180	-27.67	153.76	0.97
13199.992188	-28.12	142.39	0.94
13333.325195	-28.65	132.05	0.95
13466.658203	-29.25	123.68	0.93
13599.991211	-29.84	118.64	0.90
13733.324219	-30.36	116.09	0.90
13866.657227	-30.74	116.94	0.92
13999.990234	-30.91	120.38	0.74
14133.323242	-30.90	125.01	0.86
14266.656250	-30.74	126.51	0.88
14399.989258	-30.54	125.77	0.91
14533.322266	-30.38	121.54	0.95
14666.655273	-30.32	114.55	0.93
14799.988281	-30.32	106.74	0.97
14933.321289	-30.41	99.19	0.95
15066.654297	-30.57	92.87	0.97
15199.987305	-30.85	88.49	0.91
15333.320313	-31.19	86.90	0.94
15466.653320	-31.58	89.15	0.80
15599.986328	-31.96	92.61	0.81
15733.319336	-32.28	96.69	0.71
15866.652344	-32.48	99.70	0.91
15999.985352	-32.61	100.62	0.96
16133.318359	-32.68	99.81	0.93
16266.651367	-32.71	98.12	0.93
16399.984375	-32.67	95.97	0.94
16533.318359	-32.61	92.71	0.87
16666.652344	-32.62	88.71	0.96
16799.986328	-32.71	84.56	0.96
16933.320313	-32.86	80.65	0.89
17066.654297	-32.99	77.16	0.89
17199.988281	-32.99	73.87	0.71
17333.322266	-32.96	69.73	0.88
17466.656250	-33.00	63.98	0.96
17599.990234	-33.11	56.76	0.98
17733.324219	-33.29	48.27	0.98
17866.658203	-33.53	38.83	0.97
17999.992188	-33.86	29.36	0.96
18133.326172	-34.23	19.45	0.95
18266.660156	-34.64	9.12	0.96
18399.994141	-35.06	-2.17	0.98
18533.328125	-35.45	-14.80	0.98
18666.662109	-35.83	-28.51	0.95
18799.996094	-36.18	-42.80	0.94
18933.330078	-36.46	-57.04	0.93
19066.664063	-36.68	-71.22	0.88
19199.998047	-36.93	-82.93	0.87
19333.332031	-37.17	-93.04	0.93
19466.666016	-37.35	-100.94	0.94
19600.000000	-37.45	-107.14	0.94
19733.333984	-37.48	-111.96	0.96
19866.667969	-37.51	-115.59	0.98
20000.001953	-37.53	-117.33	0.96
