	Dir_0g		
12799.993164	-19.49	-176.87	0.95
12933.326172	-19.45	178.11	0.95
13066.659180	-19.58	172.67	0.96
13199.992188	-19.86	166.61	0.98
13333.325195	-20.34	160.05	0.95
13466.658203	-21.00	154.29	0.96
13599.991211	-21.83	150.74	0.86
13733.324219	-22.69	148.20	0.94
13866.657227	-23.51	147.49	0.92
13999.990234	-24.24	148.98	0.83
14133.323242	-24.85	152.71	0.70
14266.656250	-25.11	157.47	0.77
14399.989258	-25.01	162.17	0.77
14533.322266	-24.68	165.96	0.87
14666.655273	-24.34	167.23	0.86
14799.988281	-24.08	165.26	0.92
14933.321289	-23.99	160.43	0.91
15066.654297	-24.09	153.07	0.91
15199.987305	-24.28	147.06	0.95
15333.320313	-24.52	141.79	0.98
15466.653320	-24.71	137.28	0.95
15599.986328	-24.89	133.57	0.95
15733.319336	-25.08	132.52	0.90
15866.652344	-25.26	134.84	0.81
15999.985352	-25.46	140.42	0.87
16133.318359	-25.66	144.41	0.87
16266.651367	-25.89	143.99	0.97
16399.984375	-26.16	139.67	0.94
16533.318359	-26.54	133.36	0.97
16666.652344	-27.01	125.53	0.97
16799.986328	-27.57	117.30	0.95
16933.320313	-28.24	109.45	0.96
17066.654297	-28.97	101.63	0.94
17199.988281	-29.70	94.15	0.96
17333.322266	-30.46	88.03	0.86
17466.656250	-31.19	82.74	0.73
17599.990234	-31.79	77.57	0.19
17733.324219	-32.20	70.63	0.61
17866.658203	-32.53	61.84	0.84
17999.992188	-32.87	51.63	0.95
18133.326172	-33.25	40.53	0.98
18266.660156	-33.68	28.42	0.97
18399.994141	-34.18	15.41	0.96
18533.328125	-34.78	2.57	0.92
18666.662109	-35.42	-9.08	0.94
18799.996094	-36.10	-20.08	0.85
18933.330078	-36.86	-28.53	0.77
19066.664063	-37.63	-35.70	0.83
19199.998047	-38.40	-40.77	0.77
19333.332031	-39.12	-44.63	0.83
19466.666016	-39.76	-47.70	0.86
19600.000000	-40.30	-49.35	0.79
19733.333984	-40.70	-49.97	0.71
19866.667969	-40.91	-50.37	0.36
20000.001953	-40.96	-50.97	0.79
