	Dir_90g		
11466.663086	-29.86	-121.66	0.88
11599.996094	-30.15	-129.85	0.92
11733.329102	-30.62	-138.70	0.86
11866.662109	-31.16	-148.40	0.86
11999.995117	-31.83	-157.23	0.77
12133.328125	-32.48	-164.72	0.78
12266.661133	-33.01	-172.30	0.82
12399.994141	-33.42	179.32	0.85
12533.327148	-33.75	170.73	0.91
12666.660156	-34.13	161.89	0.84
12799.993164	-34.47	153.43	0.76
12933.326172	-34.96	147.39	0.64
13066.659180	-35.53	145.09	0.49
13199.992188	-36.03	143.47	0.13
13333.325195	-36.49	141.65	0.42
13466.658203	-36.99	138.60	0.43
13599.991211	-37.41	137.12	0.38
13733.324219	-37.76	135.92	0.41
13866.657227	-38.03	133.74	0.59
13999.990234	-38.21	129.89	0.73
14133.323242	-38.31	124.78	0.89
14266.656250	-38.27	117.91	0.93
14399.989258	-38.18	110.09	0.92
14533.322266	-38.13	101.32	0.92
14666.655273	-38.19	92.63	0.95
14799.988281	-38.38	85.21	0.94
14933.321289	-38.72	78.68	0.91
15066.654297	-39.19	74.91	0.87
15199.987305	-39.74	75.48	0.72
15333.320313	-40.21	77.98	0.45
15466.653320	-40.49	80.73	0.62
15599.986328	-40.74	82.42	0.56
15733.319336	-40.98	83.61	0.70
15866.652344	-41.12	84.39	0.65
15999.985352	-41.20	84.96	0.62
16133.318359	-41.29	84.99	0.65
16266.651367	-41.39	84.04	0.79
16399.984375	-41.54	81.53	0.87
16533.318359	-41.84	77.99	0.95
16666.652344	-42.25	74.42	0.92
16799.986328	-42.72	71.30	0.84
16933.320313	-43.22	68.95	0.71
17066.654297	-43.69	66.80	0.80
17199.988281	-44.20	65.27	0.81
17333.322266	-44.67	64.47	0.77
17466.656250	-45.10	63.91	0.79
17599.990234	-45.51	64.29	0.72
17733.324219	-45.84	66.54	0.65
17866.658203	-46.14	72.30	0.78
17999.992188	-46.47	86.12	0.74
18133.326172	-46.87	101.81	0.91
18266.660156	-47.28	113.22	0.92
18399.994141	-47.70	118.89	0.83
18533.328125	-48.06	122.50	0.66
18666.662109	-48.37	124.61	0.70
18799.996094	-48.63	125.05	0.82
18933.330078	-48.88	124.80	0.61
19066.664063	-49.19	125.17	0.82
19199.998047	-49.51	129.41	0.69
19333.332031	-49.85	137.14	0.40
19466.666016	-50.13	144.64	0.48
19600.000000	-50.34	149.26	0.64
19733.333984	-50.51	151.42	0.72
19866.667969	-50.63	151.84	0.59
20000.001953	-50.68	151.66	0.53
